30306369   30306369   25
30306371   30306369   1
30306371   30306371   23
30306371   30306403   1
30306373   30306369   3
30306373   30306373   19
30306373   30306381   1
30306373   30306389   1
30306373   31388741   1
30306375   30306371   4
30306375   30306373   2
30306375   30306375   15
30306375   30306383   1
30306375   30306391   1
30306375   30306407   1
30306375   31388743   1
30306377   30306369   3
30306377   30306377   19
30306377   30306381   1
30306377   30306393   1
30306377   31388745   1
30306379   30306371   4
30306379   30306377   2
30306379   30306379   15
30306379   30306383   1
30306379   30306395   1
30306379   30306411   1
30306379   31388747   1
30306381   30306373   2
30306381   30306377   2
30306381   30306381   17
30306381   30306397   2
30306381   31388749   2
30306383   30306375   3
30306383   30306379   3
30306383   30306381   3
30306383   30306383   11
30306383   30306399   2
30306383   30306415   1
30306383   31388751   2
30306385   30306369   3
30306385   30306385   19
30306385   30306389   1
30306385   30306393   1
30306385   31388753   1
30306387   30306371   4
30306387   30306385   2
30306387   30306387   15
30306387   30306391   1
30306387   30306395   1
30306387   30306419   1
30306387   31388755   1
30306389   30306373   2
30306389   30306385   2
30306389   30306389   17
30306389   30306397   2
30306389   31388757   2
30306391   30306375   3
30306391   30306387   3
30306391   30306389   3
30306391   30306391   11
30306391   30306399   2
30306391   30306423   1
30306391   31388759   2
30306393   30306377   2
30306393   30306385   2
30306393   30306393   17
30306393   30306397   2
30306393   31388761   2
30306395   30306379   3
30306395   30306387   3
30306395   30306393   3
30306395   30306395   11
30306395   30306399   2
30306395   30306427   1
30306395   31388763   2
30306397   30306381   1
30306397   30306389   1
30306397   30306393   1
30306397   30306397   19
30306397   31388765   3
30306399   30306383   2
30306399   30306391   2
30306399   30306395   2
30306399   30306397   4
30306399   30306399   11
30306399   30306431   1
30306399   31388767   3
30306401   30306369   1
30306401   30306401   23
30306401   30306403   1
30306403   30306403   25
30306405   30306373   1
30306405   30306401   3
30306405   30306405   17
30306405   30306407   1
30306405   30306413   1
30306405   30306421   1
30306405   31388741   1
30306407   30306403   4
30306407   30306405   1
30306407   30306407   17
30306407   30306415   1
30306407   30306423   1
30306407   31388743   1
30306409   30306377   1
30306409   30306401   3
30306409   30306409   17
30306409   30306411   1
30306409   30306413   1
30306409   30306425   1
30306409   31388745   1
30306411   30306403   4
30306411   30306409   1
30306411   30306411   17
30306411   30306415   1
30306411   30306427   1
30306411   31388747   1
30306413   30306381   1
30306413   30306405   2
30306413   30306409   2
30306413   30306413   15
30306413   30306415   1
30306413   30306429   2
30306413   31388749   2
30306415   30306407   3
30306415   30306411   3
30306415   30306413   2
30306415   30306415   13
30306415   30306431   2
30306415   31388751   2
30306417   30306385   1
30306417   30306401   3
30306417   30306417   17
30306417   30306419   1
30306417   30306421   1
30306417   30306425   1
30306417   31388753   1
30306419   30306403   4
30306419   30306417   1
30306419   30306419   17
30306419   30306423   1
30306419   30306427   1
30306419   31388755   1
30306421   30306389   1
30306421   30306405   2
30306421   30306417   2
30306421   30306421   15
30306421   30306423   1
30306421   30306429   2
30306421   31388757   2
30306423   30306407   3
30306423   30306419   3
30306423   30306421   2
30306423   30306423   13
30306423   30306431   2
30306423   31388759   2
30306425   30306393   1
30306425   30306409   2
30306425   30306417   2
30306425   30306425   15
30306425   30306427   1
30306425   30306429   2
30306425   31388761   2
30306427   30306411   3
30306427   30306419   3
30306427   30306425   2
30306427   30306427   13
30306427   30306431   2
30306427   31388763   2
30306429   30306397   1
30306429   30306413   1
30306429   30306421   1
30306429   30306425   1
30306429   30306429   17
30306429   30306431   1
30306429   31388765   3
30306431   30306415   2
30306431   30306423   2
30306431   30306427   2
30306431   30306429   3
30306431   30306431   13
30306431   31388767   3
31388737   30306369   3
31388737   31388737   19
31388737   31388741   1
31388737   31388745   1
31388737   31388753   1
31388739   30306371   3
31388739   30306403   1
31388739   31388737   1
31388739   31388739   17
31388739   31388743   1
31388739   31388747   1
31388739   31388755   1
31388741   30306373   2
31388741   31388737   2
31388741   31388741   17
31388741   31388749   2
31388741   31388757   2
31388743   30306375   2
31388743   30306407   1
31388743   31388739   3
31388743   31388741   2
31388743   31388743   13
31388743   31388751   2
31388743   31388759   2
31388745   30306377   2
31388745   31388737   2
31388745   31388745   17
31388745   31388749   2
31388745   31388761   2
31388747   30306379   2
31388747   30306411   1
31388747   31388739   3
31388747   31388745   2
31388747   31388747   13
31388747   31388751   2
31388747   31388763   2
31388749   30306381   1
31388749   31388741   1
31388749   31388745   1
31388749   31388749   19
31388749   31388765   3
31388751   30306383   1
31388751   30306415   1
31388751   31388743   2
31388751   31388747   2
31388751   31388749   3
31388751   31388751   13
31388751   31388767   3
31388753   30306385   2
31388753   31388737   2
31388753   31388753   17
31388753   31388757   2
31388753   31388761   2
31388755   30306387   2
31388755   30306419   1
31388755   31388739   3
31388755   31388753   2
31388755   31388755   13
31388755   31388759   2
31388755   31388763   2
31388757   30306389   1
31388757   31388741   1
31388757   31388753   1
31388757   31388757   19
31388757   31388765   3
31388759   30306391   1
31388759   30306423   1
31388759   31388743   2
31388759   31388755   2
31388759   31388757   3
31388759   31388759   13
31388759   31388767   3
31388761   30306393   1
31388761   31388745   1
31388761   31388753   1
31388761   31388761   19
31388761   31388765   3
31388763   30306395   1
31388763   30306427   1
31388763   31388747   2
31388763   31388755   2
31388763   31388761   3
31388763   31388763   13
31388763   31388767   3
31388765   31388765   25
31388767   30306431   1
31388767   31388751   1
31388767   31388759   1
31388767   31388763   1
31388767   31388765   4
31388767   31388767   17
