2.000000000000000000e+00 1.980948973487449971e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 1.581155823973338093e-01 1.581720000000000070e-01 5.800000000000000034e-05
4.000000000000000000e+00 1.322485047778720890e-01 1.321640000000000037e-01 7.499999999999999343e-05
5.000000000000000000e+00 1.139828389730769970e-01 1.138740000000000030e-01 4.899999999999999842e-05
6.000000000000000000e+00 1.003320826370237978e-01 1.002510000000000068e-01 6.399999999999999710e-05
7.000000000000000000e+00 8.971239896974260442e-02 8.962799999999999934e-02 7.299999999999999903e-05
8.000000000000000000e+00 8.119850956073350334e-02 8.126700000000000590e-02 6.200000000000000270e-05
9.000000000000000000e+00 7.421087229112620365e-02 7.422499999999999931e-02 9.799999999999999684e-05
1.000000000000000000e+01 6.836679171724510673e-02 6.864000000000000656e-02 5.109999999999999525e-04
1.100000000000000000e+01 6.340280906680929862e-02 6.408400000000000207e-02 1.990000000000000124e-04
1.200000000000000000e+01 5.913132147997039734e-02 5.846599999999999714e-02 3.690000000000000246e-04
1.300000000000000000e+01 5.541494920409609920e-02 5.494799999999999685e-02 2.539999999999999940e-04
1.400000000000000000e+01 5.215068674950679856e-02 5.177799999999999764e-02 1.689999999999999879e-04
