2.000000000000000000e+00 1.502401398331008053e-01 1.523470000000000102e-01 3.220000000000000206e-04
3.000000000000000000e+00 1.423910275979515250e-01 1.422879999999999978e-01 2.519999999999999996e-04
4.000000000000000000e+00 1.336124030999854551e-01 1.335399999999999920e-01 5.490000000000000088e-04
5.000000000000000000e+00 1.248302630649910094e-01 1.245829999999999993e-01 5.450000000000000200e-04
6.000000000000000000e+00 1.163978295584762179e-01 1.165970000000000062e-01 9.340000000000000429e-04
7.000000000000000000e+00 1.084721961315427974e-01 1.085949999999999971e-01 5.150000000000000498e-04
8.000000000000000000e+00 1.011188247223178127e-01 1.009599999999999942e-01 1.689999999999999879e-04
9.000000000000000000e+00 9.435339425222011300e-02 9.420199999999999407e-02 2.860000000000000129e-04
1.000000000000000000e+01 8.816302288921018526e-02 8.866999999999999882e-02 5.500000000000000331e-04
1.100000000000000000e+01 8.251860474406635948e-02 8.158300000000000274e-02 3.950000000000000061e-04
1.200000000000000000e+01 7.738247429231148722e-02 7.639799999999999369e-02 3.060000000000000111e-04
1.300000000000000000e+01 7.271327585696008011e-02 7.218299999999999716e-02 2.480000000000000108e-04
1.400000000000000000e+01 6.846903865216336094e-02 0.000000000000000000e+00 0.000000000000000000e+00
