2.000000000000000000e+00 6.814399521363490031e-02 6.827999999999999348e-02 3.589999999999999984e-04
3.000000000000000000e+00 6.864165468086191879e-02 6.906199999999999839e-02 3.480000000000000020e-04
4.000000000000000000e+00 6.892346474816102297e-02 6.857699999999999907e-02 3.099999999999999999e-04
5.000000000000000000e+00 6.908131344859758105e-02 6.912999999999999701e-02 2.120000000000000031e-04
6.000000000000000000e+00 6.915764481095676430e-02 6.890300000000000591e-02 3.170000000000000075e-04
7.000000000000000000e+00 6.917575392389641031e-02 6.910800000000000276e-02 2.519999999999999996e-04
8.000000000000000000e+00 6.915002903709754900e-02 6.894999999999999740e-02 4.879999999999999898e-04
9.000000000000000000e+00 6.909013570870936594e-02 6.848300000000000221e-02 3.930000000000000117e-04
1.000000000000000000e+01 6.900297474184280411e-02 6.889000000000000679e-02 5.410000000000000312e-04
1.100000000000000000e+01 6.889369875176520885e-02 6.866700000000000581e-02 2.110000000000000059e-04
1.200000000000000000e+01 6.876628563691400409e-02 6.874700000000000255e-02 3.919999999999999873e-04
1.300000000000000000e+01 6.862388485085646472e-02 6.860800000000000232e-02 2.869999999999999830e-04
1.400000000000000000e+01 6.846903865216336094e-02 0.000000000000000000e+00 0.000000000000000000e+00
