25958593
1 -1 -1 -1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958595
1 1 -1 -1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958597
1 -1 1 -1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958599
1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958601
1 -1 -1 1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958603
1 1 -1 1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958605
1 -1 1 1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958607
1 1 1 1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958609
1 -1 -1 -1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958611
1 1 -1 -1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958613
1 -1 1 -1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958615
1 1 1 -1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958617
1 -1 -1 1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958619
1 1 -1 1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958621
1 -1 1 1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25958623
1 1 1 1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959649
1 -1 -1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959651
1 1 -1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959653
1 -1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959655
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959657
1 -1 -1 1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959659
1 1 -1 1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959661
1 -1 1 1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959663
1 1 1 1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959665
1 -1 -1 -1 1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959667
1 1 -1 -1 1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959669
1 -1 1 -1 1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959671
1 1 1 -1 1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959673
1 -1 -1 1 1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959675
1 1 -1 1 1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959677
1 -1 1 1 1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25959679
1 1 1 1 1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

27039937
1 -1 -1 -1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039939
1 1 -1 -1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039941
1 -1 1 -1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039943
1 1 1 -1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039945
1 -1 -1 1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039947
1 1 -1 1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039949
1 -1 1 1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039951
1 1 1 1 -1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039953
1 -1 -1 -1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039955
1 1 -1 -1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039957
1 -1 1 -1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039959
1 1 1 -1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039961
1 -1 -1 1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039963
1 1 -1 1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039965
1 -1 1 1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

27039967
1 1 1 1 1 
-1 1 1 -1 -1 
-1 1 1 -1 -1 
1 -1 -1 1 1 
1 -1 -1 1 1 

