2.716100000000000181e-01	1.909478436641800451e-03
1.005500000000000005e-01	1.192894588804894280e-03
4.338000000000000189e-02	7.799843588175331454e-04
2.032000000000000126e-02	4.966866215230676933e-04
9.799999999999999684e-03	3.221179908046133957e-04
5.150000000000000064e-03	2.340459356622107416e-04
2.629999999999999959e-03	1.660816064469498930e-04
1.700000000000000122e-03	1.277106103657781923e-04
1.110000000000000092e-03	1.013306468942146892e-04
6.900000000000000751e-04	8.260690043815993534e-05
3.099999999999999999e-04	5.480784615363038377e-05
2.700000000000000035e-04	5.125524363418813769e-05
1.200000000000000030e-04	3.443254274665179872e-05
1.400000000000000148e-04	3.715373467095905253e-05
1.700000000000000122e-04	4.087909000944148897e-05
1.400000000000000148e-04	3.715373467095891023e-05
8.000000000000000654e-05	2.817090697865449943e-05
7.000000000000000742e-05	2.636474919281401550e-05
4.000000000000000327e-05	1.995995991979947404e-05
8.000000000000000654e-05	2.817090697865450282e-05
6.000000000000000152e-05	2.442130217658344362e-05
5.000000000000000240e-05	2.230470802319542328e-05
2.000000000000000164e-05	1.412798640995945817e-05
4.000000000000000327e-05	1.995995991979947066e-05
4.000000000000000327e-05	1.995995991979947404e-05
7.000000000000000742e-05	2.636474919281418829e-05
5.000000000000000240e-05	2.230470802319539956e-05
1.000000000000000082e-05	9.994998749374671082e-06
2.000000000000000164e-05	1.412798640995945309e-05
2.000000000000000164e-05	1.412798640995945309e-05
2.000000000000000164e-05	1.412798640995937177e-05
2.000000000000000164e-05	1.412798640995944801e-05
7.000000000000000742e-05	2.636474919281414764e-05
3.000000000000000076e-05	1.729450779872026249e-05
4.000000000000000327e-05	1.995995991979947066e-05
0.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000164e-05	1.412798640995944801e-05
4.000000000000000327e-05	1.995995991979947404e-05
2.000000000000000164e-05	1.412798640995922439e-05
2.000000000000000164e-05	1.412798640995948189e-05
4.000000000000000327e-05	1.995995991979947404e-05
5.000000000000000240e-05	2.230470802319540973e-05
7.000000000000000742e-05	2.636474919281427300e-05
1.000000000000000048e-04	3.146426544510445053e-05
1.299999999999999886e-04	3.582038525755946897e-05
8.000000000000000654e-05	2.817090697865450282e-05
1.200000000000000030e-04	3.443254274665173773e-05
5.000000000000000240e-05	2.230470802319535552e-05
2.000000000000000164e-05	1.412798640995941751e-05
1.000000000000000048e-04	3.146426544510424724e-05
1.200000000000000030e-04	3.443254274665191392e-05
1.099999999999999904e-04	3.298332912245219805e-05
1.000000000000000048e-04	3.146426544510451829e-05
1.700000000000000122e-04	4.087909000944157706e-05
1.499999999999999869e-04	3.843826218756533290e-05
1.499999999999999869e-04	3.843826218756548875e-05
8.000000000000000654e-05	2.817090697865450282e-05
1.099999999999999904e-04	3.298332912245219805e-05
8.000000000000000654e-05	2.817090697865448249e-05
1.799999999999999842e-04	4.204283529925224671e-05
1.899999999999999834e-04	4.317290817167679682e-05
7.000000000000000742e-05	2.636474919281415441e-05
7.000000000000000742e-05	2.636474919281424250e-05
6.000000000000000152e-05	2.442130217658310142e-05
7.000000000000000742e-05	2.636474919281418829e-05
3.000000000000000076e-05	1.729450779872027604e-05
5.000000000000000240e-05	2.230470802319540973e-05
4.000000000000000327e-05	1.995995991979947404e-05
4.000000000000000327e-05	1.995995991979947066e-05
4.000000000000000327e-05	1.995995991979947404e-05
2.000000000000000164e-05	1.412798640995940904e-05
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00
