30306369
1 -1 -1 -1 -1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306371
1 1 -1 -1 -1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306373
1 -1 1 -1 -1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306375
1 1 1 -1 -1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306377
1 -1 -1 1 -1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306379
1 1 -1 1 -1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306381
1 -1 1 1 -1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306383
1 1 1 1 -1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306385
1 -1 -1 -1 1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306387
1 1 -1 -1 1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306389
1 -1 1 -1 1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306391
1 1 1 -1 1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306393
1 -1 -1 1 1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306395
1 1 -1 1 1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306397
1 -1 1 1 1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306399
1 1 1 1 1 
-1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306401
1 -1 -1 -1 -1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306403
1 1 -1 -1 -1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306405
1 -1 1 -1 -1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306407
1 1 1 -1 -1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306409
1 -1 -1 1 -1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306411
1 1 -1 1 -1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306413
1 -1 1 1 -1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306415
1 1 1 1 -1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306417
1 -1 -1 -1 1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306419
1 1 -1 -1 1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306421
1 -1 1 -1 1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306423
1 1 1 -1 1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306425
1 -1 -1 1 1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306427
1 1 -1 1 1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306429
1 -1 1 1 1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

30306431
1 1 1 1 1 
1 1 -1 -1 -1 
-1 -1 1 1 1 
-1 -1 1 1 1 
-1 -1 1 1 1 

31388737
1 -1 -1 -1 -1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388739
1 1 -1 -1 -1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388741
1 -1 1 -1 -1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388743
1 1 1 -1 -1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388745
1 -1 -1 1 -1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388747
1 1 -1 1 -1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388749
1 -1 1 1 -1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388751
1 1 1 1 -1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388753
1 -1 -1 -1 1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388755
1 1 -1 -1 1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388757
1 -1 1 -1 1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388759
1 1 1 -1 1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388761
1 -1 -1 1 1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388763
1 1 -1 1 1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388765
1 -1 1 1 1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

31388767
1 1 1 1 1 
-1 1 -1 -1 -1 
1 -1 1 1 1 
1 -1 1 1 1 
1 -1 1 1 1 

