61083771265
1 -1 -1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771267
1 1 -1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771269
1 -1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771271
1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771273
1 -1 -1 1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771275
1 1 -1 1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771277
1 -1 1 1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771279
1 1 1 1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771281
1 -1 -1 -1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771283
1 1 -1 -1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771285
1 -1 1 -1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771287
1 1 1 -1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771289
1 -1 -1 1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771291
1 1 -1 1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771293
1 -1 1 1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771295
1 1 1 1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771297
1 -1 -1 -1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771299
1 1 -1 -1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771301
1 -1 1 -1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771303
1 1 1 -1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771305
1 -1 -1 1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771307
1 1 -1 1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771309
1 -1 1 1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771311
1 1 1 1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771313
1 -1 -1 -1 1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771315
1 1 -1 -1 1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771317
1 -1 1 -1 1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771319
1 1 1 -1 1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771321
1 -1 -1 1 1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771323
1 1 -1 1 1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771325
1 -1 1 1 1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083771327
1 1 1 1 1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775425
1 -1 -1 -1 -1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775427
1 1 -1 -1 -1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775429
1 -1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775431
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775433
1 -1 -1 1 -1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775435
1 1 -1 1 -1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775437
1 -1 1 1 -1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775439
1 1 1 1 -1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775441
1 -1 -1 -1 1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775443
1 1 -1 -1 1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775445
1 -1 1 -1 1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775447
1 1 1 -1 1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775449
1 -1 -1 1 1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775451
1 1 -1 1 1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775453
1 -1 1 1 1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775455
1 1 1 1 1 -1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775457
1 -1 -1 -1 -1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775459
1 1 -1 -1 -1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775461
1 -1 1 -1 -1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775463
1 1 1 -1 -1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775465
1 -1 -1 1 -1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775467
1 1 -1 1 -1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775469
1 -1 1 1 -1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775471
1 1 1 1 -1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775473
1 -1 -1 -1 1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775475
1 1 -1 -1 1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775477
1 -1 1 -1 1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775479
1 1 1 -1 1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775481
1 -1 -1 1 1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775483
1 1 -1 1 1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775485
1 -1 1 1 1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

61083775487
1 1 1 1 1 1 
1 1 1 -1 -1 -1 
1 1 1 -1 -1 -1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 
-1 -1 -1 1 1 1 

62174552449
1 -1 -1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552451
1 1 -1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552453
1 -1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552455
1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552457
1 -1 -1 1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552459
1 1 -1 1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552461
1 -1 1 1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552463
1 1 1 1 -1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552465
1 -1 -1 -1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552467
1 1 -1 -1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552469
1 -1 1 -1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552471
1 1 1 -1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552473
1 -1 -1 1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552475
1 1 -1 1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552477
1 -1 1 1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552479
1 1 1 1 1 -1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552481
1 -1 -1 -1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552483
1 1 -1 -1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552485
1 -1 1 -1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552487
1 1 1 -1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 

62174552489
1 -1 -1 1 -1 1 
-1 1 1 -1 -1 -1 
-1 1 1 -1 -1 -1 
1 -1 -1 1 1 1 
1 -1 -1 1 1 1 
