17046759
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 -1 
-1 -1 -1 -1 1 

17055215
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
-1 -1 -1 1 -1 
-1 -1 -1 -1 1 

17079527
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 -1 -1 1 -1 
-1 -1 -1 -1 1 

17087983
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
1 -1 -1 1 -1 
-1 -1 -1 -1 1 

17112295
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 1 -1 1 -1 
-1 -1 -1 -1 1 

17120751
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
-1 1 -1 1 -1 
-1 -1 -1 -1 1 

17145063
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 -1 1 -1 
-1 -1 -1 -1 1 

17153519
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
1 1 -1 1 -1 
-1 -1 -1 -1 1 

17177831
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 1 1 -1 
-1 -1 -1 -1 1 

17186287
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
-1 -1 1 1 -1 
-1 -1 -1 -1 1 

17210599
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 -1 1 1 -1 
-1 -1 -1 -1 1 

17219055
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
1 -1 1 1 -1 
-1 -1 -1 -1 1 

17243367
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 1 1 1 -1 
-1 -1 -1 -1 1 

17251823
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
-1 1 1 1 -1 
-1 -1 -1 -1 1 

17276135
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 1 -1 
-1 -1 -1 -1 1 

17284591
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
-1 -1 -1 -1 1 

17571047
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 -1 1 

17579503
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
-1 -1 -1 1 1 
-1 -1 -1 -1 1 

17603815
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 -1 -1 1 1 
-1 -1 -1 -1 1 

17612271
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
1 -1 -1 1 1 
-1 -1 -1 -1 1 

17636583
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 1 -1 1 1 
-1 -1 -1 -1 1 

17645039
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
-1 1 -1 1 1 
-1 -1 -1 -1 1 

17669351
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 -1 1 1 
-1 -1 -1 -1 1 

17677807
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
1 1 -1 1 1 
-1 -1 -1 -1 1 

17702119
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 1 1 1 
-1 -1 -1 -1 1 

17710575
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
-1 -1 1 1 1 
-1 -1 -1 -1 1 

17734887
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 -1 1 1 1 
-1 -1 -1 -1 1 

17743343
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
1 -1 1 1 1 
-1 -1 -1 -1 1 

17767655
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 1 1 1 1 
-1 -1 -1 -1 1 

17776111
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
-1 1 1 1 1 
-1 -1 -1 -1 1 

17800423
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 1 1 
-1 -1 -1 -1 1 

17808879
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 -1 
1 1 1 1 1 
-1 -1 -1 -1 1 

25435367
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 -1 
-1 -1 -1 1 1 

25468135
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 -1 -1 1 -1 
-1 -1 -1 1 1 

25500903
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 1 -1 1 -1 
-1 -1 -1 1 1 

25533671
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 -1 1 -1 
-1 -1 -1 1 1 

25566439
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 1 1 -1 
-1 -1 -1 1 1 

25599207
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 -1 1 1 -1 
-1 -1 -1 1 1 

25631975
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 1 1 1 -1 
-1 -1 -1 1 1 

25664743
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 1 -1 
-1 -1 -1 1 1 

25959655
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 -1 1 1 
-1 -1 -1 1 1 

25992423
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 -1 -1 1 1 
-1 -1 -1 1 1 

26025191
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 1 -1 1 1 
-1 -1 -1 1 1 

26057959
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 -1 1 1 
-1 -1 -1 1 1 

26090727
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 -1 1 1 1 
-1 -1 -1 1 1 

26123495
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 -1 1 1 1 
-1 -1 -1 1 1 

26156263
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
-1 1 1 1 1 
-1 -1 -1 1 1 

26189031
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 -1 -1 
1 1 1 1 1 
-1 -1 -1 1 1 

