496459594303233
1 -1 -1 -1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303235
1 1 -1 -1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303237
1 -1 1 -1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303239
1 1 1 -1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303241
1 -1 -1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303243
1 1 -1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303245
1 -1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303247
1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303249
1 -1 -1 -1 1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303251
1 1 -1 -1 1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303253
1 -1 1 -1 1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303255
1 1 1 -1 1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303257
1 -1 -1 1 1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303259
1 1 -1 1 1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303261
1 -1 1 1 1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 

496459594303263
1 1 1 1 1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 1 1 1 -1 -1 -1 
-1 -1 -1 -1 1 1 1 
-1 -1 -1 -1 1 1 1 
