6.874583999999999140e-01 1.092424584998684389e-02
5.807999499999999538e-02 8.198737676509941161e-03
0.000000000000000000e+00 0.000000000000000000e+00
1.754215499999999817e-01 9.912523513514976542e-03
0.000000000000000000e+00 0.000000000000000000e+00
7.891333500000000112e-02 8.401774570357537983e-03
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.266666250000000199e-04 1.760731749669539091e-03
0.000000000000000000e+00 0.000000000000000000e+00
