2.000000000000000000e+00 9.090909090909105039e-02 9.086199999999999832e-02 5.399999999999999798e-05
3.000000000000000000e+00 1.178308586619268850e-01 1.178059999999999941e-01 5.099999999999999960e-05
4.000000000000000000e+00 1.231225893342863253e-01 1.232020000000000060e-01 8.299999999999999815e-05
5.000000000000000000e+00 1.201450080625109385e-01 1.202479999999999938e-01 6.499999999999999431e-05
6.000000000000000000e+00 1.140397076763408624e-01 1.140110000000000012e-01 8.500000000000000611e-05
7.000000000000000000e+00 1.069631425094405008e-01 1.069859999999999978e-01 6.099999999999999872e-05
8.000000000000000000e+00 9.985058622190878808e-02 9.966400000000000259e-02 5.199999999999999680e-05
9.000000000000000000e+00 9.310028704400397093e-02 9.326700000000000268e-02 1.230000000000000082e-04
1.000000000000000000e+01 8.686404494899446771e-02 8.613600000000000423e-02 2.849999999999999886e-04
1.100000000000000000e+01 8.117868010565254533e-02 8.150799999999999712e-02 3.119999999999999944e-04
1.200000000000000000e+01 7.602816570186554657e-02 7.630000000000000671e-02 3.519999999999999908e-04
1.300000000000000000e+01 7.137379653586761741e-02 7.162000000000000310e-02 1.659999999999999963e-04
1.400000000000000000e+01 6.716898715610053472e-02 6.733999999999999708e-02 4.049999999999999781e-04
