2.000000000000000000e+00 5.215068674950679856e-02 5.177799999999999764e-02 1.689999999999999879e-04
3.000000000000000000e+00 4.068156347259040129e-02 4.121799999999999770e-02 3.440000000000000132e-04
4.000000000000000000e+00 3.167479963466959814e-02 3.137800000000000311e-02 1.459999999999999981e-04
5.000000000000000000e+00 2.463582349603300053e-02 2.443999999999999992e-02 8.799999999999999771e-05
6.000000000000000000e+00 1.915478701887279867e-02 1.940499999999999864e-02 2.700000000000000035e-04
7.000000000000000000e+00 1.489790355680020023e-02 1.502999999999999996e-02 1.430000000000000064e-04
8.000000000000000000e+00 1.159718104176219941e-02 1.141299999999999953e-02 1.379999999999999933e-04
9.000000000000000000e+00 9.039918435283799542e-03 9.020000000000000240e-03 1.010000000000000020e-04
1.000000000000000000e+01 7.058837730795899587e-03 7.020000000000000198e-03 1.210000000000000002e-04
1.100000000000000000e+01 5.523319118453599852e-03 5.566999999999999900e-03 4.100000000000000047e-05
1.200000000000000000e+01 4.331918176022500101e-03 4.264999999999999694e-03 7.700000000000000139e-05
1.300000000000000000e+01 3.406160330802899920e-03 3.511999999999999931e-03 1.299999999999999886e-04
1.400000000000000000e+01 2.685505322323600026e-03 0.000000000000000000e+00 0.000000000000000000e+00
