2.000000000000000000e+00 3.130035675737100152e-03 3.226999999999999834e-03 7.700000000000000139e-05
3.000000000000000000e+00 2.809844051485100181e-03 2.830000000000000050e-03 7.299999999999999903e-05
4.000000000000000000e+00 2.653106014114000027e-03 2.658000000000000206e-03 6.299999999999999990e-05
5.000000000000000000e+00 2.575860943677399807e-03 2.618000000000000101e-03 9.200000000000000007e-05
6.000000000000000000e+00 2.542039420219199992e-03 2.537999999999999892e-03 5.300000000000000078e-05
7.000000000000000000e+00 2.533585681763499912e-03 2.488000000000000194e-03 7.100000000000000462e-05
8.000000000000000000e+00 2.540490628630499934e-03 2.703000000000000107e-03 1.250000000000000026e-04
9.000000000000000000e+00 2.556796287394599940e-03 2.484999999999999796e-03 4.699999999999999724e-05
1.000000000000000000e+01 2.578772054944199806e-03 2.500000000000000052e-03 8.799999999999999771e-05
1.100000000000000000e+01 2.603996878539700105e-03 2.576999999999999864e-03 2.699999999999999899e-05
1.200000000000000000e+01 2.630860687016000135e-03 2.632999999999999924e-03 2.300000000000000002e-05
1.300000000000000000e+01 2.658276442832599798e-03 2.720000000000000195e-03 2.900000000000000017e-05
1.400000000000000000e+01 2.685505322323600026e-03 0.000000000000000000e+00 0.000000000000000000e+00
